127.0.0.1, 2016-03-09 23:26:20, GET, /favicon.ico, HTTP/1.1, 400, 0.000769
127.0.0.1, 2016-03-09 23:26:35, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.067667
127.0.0.1, 2016-03-09 23:26:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.154545
127.0.0.1, 2016-03-09 23:26:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.352966
127.0.0.1, 2016-03-09 23:26:41, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.071448
127.0.0.1, 2016-03-09 23:26:47, POST, /admin/default/edit/SPE/controllers/default.py, HTTP/1.1, 200, 0.161026
127.0.0.1, 2016-03-09 23:27:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.121243
127.0.0.1, 2016-03-09 23:27:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.305524
127.0.0.1, 2016-03-09 23:28:01, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.069416
127.0.0.1, 2016-03-09 23:28:14, GET, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 500, 0.138461
127.0.0.1, 2016-03-09 23:28:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000789
127.0.0.1, 2016-03-09 23:28:16, GET, /SPE/default, HTTP/1.1, 200, 0.146194
127.0.0.1, 2016-03-09 23:28:17, GET, /SPE/static/images/favicon.ico, HTTP/1.1, 304, 0.001094
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/default/justificar_retiro_profesor, HTTP/1.1, 200, 0.241871
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.001196
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.000913
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/css/general.css, HTTP/1.1, 404, 0.000845
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/css/calendar.css, HTTP/1.1, 304, 0.000966
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/js/calendar.js, HTTP/1.1, 304, 0.001048
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/js/web2py.js, HTTP/1.1, 304, 0.000955
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.000942
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.001044
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/js/share.js, HTTP/1.1, 304, 0.000960
127.0.0.1, 2016-03-09 23:28:19, GET, /SPE/static/images/home/LogoUniversidadSimonBolivar.png, HTTP/1.1, 304, 0.000986
127.0.0.1, 2016-03-09 23:28:20, GET, /SPE/static/js/jquery.js, HTTP/1.1, 304, 0.000880
127.0.0.1, 2016-03-09 23:28:20, GET, /SPE/static/css/footer.css, HTTP/1.1, 304, 0.006771
127.0.0.1, 2016-03-09 23:28:20, GET, /SPE/static/css/navbar.css, HTTP/1.1, 304, 0.012458
127.0.0.1, 2016-03-09 23:28:20, GET, /SPE/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.002987
127.0.0.1, 2016-03-09 23:28:20, GET, /SPE/static/images/twitter.png, HTTP/1.1, 304, 0.000962
127.0.0.1, 2016-03-09 23:28:20, GET, /SPE/static/images/facebook.png, HTTP/1.1, 304, 0.001045
127.0.0.1, 2016-03-09 23:28:20, GET, /SPE/static/images/gplus-32.png, HTTP/1.1, 304, 0.000957
127.0.0.1, 2016-03-09 23:28:23, GET, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 500, 0.160014
127.0.0.1, 2016-03-09 23:28:23, GET, /favicon.ico, HTTP/1.1, 400, 0.000765
127.0.0.1, 2016-03-09 23:28:25, GET, /admin/default/ticket/SPE/127.0.0.1.2016-03-09.23-28-23.f1428ad9-64ba-454d-a30f-e4baaa2f689f, HTTP/1.1, 200, 0.287854
127.0.0.1, 2016-03-09 23:28:26, GET, /favicon.ico, HTTP/1.1, 400, 0.000771
127.0.0.1, 2016-03-09 23:28:39, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.090910
127.0.0.1, 2016-03-09 23:28:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.289702
127.0.0.1, 2016-03-09 23:29:40, GET, /admin/default/todolist.load, HTTP/1.1, 200, 1.272843
127.0.0.1, 2016-03-09 23:29:40, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 1.422422
127.0.0.1, 2016-03-09 23:30:39, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.348992
127.0.0.1, 2016-03-09 23:30:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.550413
127.0.0.1, 2016-03-09 23:30:46, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.604507
127.0.0.1, 2016-03-09 23:31:04, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.109340
127.0.0.1, 2016-03-09 23:31:13, POST, /admin/default/edit/SPE/views/default/permiso_inscripcion_extratemporaneo.html, HTTP/1.1, 200, 0.125140
127.0.0.1, 2016-03-09 23:31:17, GET, /SPE/default/justificar_retiro_profesor, HTTP/1.1, 200, 0.576043
127.0.0.1, 2016-03-09 23:31:23, GET, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 500, 0.259984
127.0.0.1, 2016-03-09 23:31:23, GET, /favicon.ico, HTTP/1.1, 400, 0.004421
127.0.0.1, 2016-03-09 23:31:26, GET, /admin/default/ticket/SPE/127.0.0.1.2016-03-09.23-31-23.d22726cf-ee9f-491b-bf0c-5c9a639f5846, HTTP/1.1, 200, 0.415249
127.0.0.1, 2016-03-09 23:31:26, GET, /favicon.ico, HTTP/1.1, 400, 0.000795
127.0.0.1, 2016-03-09 23:31:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.125246
127.0.0.1, 2016-03-09 23:31:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.325020
127.0.0.1, 2016-03-09 23:32:23, GET, /admin/default/edit/SPE/models/db.py, HTTP/1.1, 200, 0.137988
127.0.0.1, 2016-03-09 23:32:23, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.055579
127.0.0.1, 2016-03-09 23:32:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.167750
127.0.0.1, 2016-03-09 23:32:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.352554
127.0.0.1, 2016-03-09 23:33:10, POST, /admin/default/edit/SPE/models/db.py, HTTP/1.1, 200, 0.175082
127.0.0.1, 2016-03-09 23:33:17, POST, /admin/default/edit/SPE/controllers/default.py, HTTP/1.1, 200, 0.161664
127.0.0.1, 2016-03-09 23:33:22, GET, /SPE/default/justificar_retiro_profesor, HTTP/1.1, 200, 0.584142
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 200, 0.512303
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.000947
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.000954
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/css/general.css, HTTP/1.1, 404, 0.000842
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/css/navbar.css, HTTP/1.1, 304, 0.000933
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.000912
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/js/jquery.js, HTTP/1.1, 304, 0.000891
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/css/calendar.css, HTTP/1.1, 304, 0.001030
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/css/footer.css, HTTP/1.1, 304, 0.001173
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/js/web2py.js, HTTP/1.1, 304, 0.000903
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.000980
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/js/share.js, HTTP/1.1, 304, 0.005946
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/js/calendar.js, HTTP/1.1, 304, 0.001053
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.006447
127.0.0.1, 2016-03-09 23:33:26, GET, /SPE/static/images/home/LogoUniversidadSimonBolivar.png, HTTP/1.1, 304, 0.000923
127.0.0.1, 2016-03-09 23:33:27, GET, /SPE/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.034529
127.0.0.1, 2016-03-09 23:33:27, GET, /SPE/static/images/twitter.png, HTTP/1.1, 304, 0.000947
127.0.0.1, 2016-03-09 23:33:27, GET, /SPE/static/images/gplus-32.png, HTTP/1.1, 304, 0.000980
127.0.0.1, 2016-03-09 23:33:27, GET, /SPE/static/images/facebook.png, HTTP/1.1, 304, 0.005156
127.0.0.1, 2016-03-09 23:33:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.111987
127.0.0.1, 2016-03-09 23:33:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.250825
127.0.0.1, 2016-03-09 23:34:11, POST, /admin/default/edit/SPE/controllers/default.py, HTTP/1.1, 200, 0.123090
127.0.0.1, 2016-03-09 23:34:16, GET, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 200, 0.241623
127.0.0.1, 2016-03-09 23:34:16, GET, /SPE/static/css/bootstrap.min.css, HTTP/1.1, 304, 0.001040
127.0.0.1, 2016-03-09 23:34:16, GET, /SPE/static/css/web2py-bootstrap3.css, HTTP/1.1, 304, 0.001022
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/css/general.css, HTTP/1.1, 404, 0.001231
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/css/navbar.css, HTTP/1.1, 304, 0.000907
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/css/footer.css, HTTP/1.1, 304, 0.000910
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 304, 0.001268
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/js/jquery.js, HTTP/1.1, 304, 0.000912
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/css/calendar.css, HTTP/1.1, 304, 0.000960
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/js/calendar.js, HTTP/1.1, 304, 0.000953
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/js/web2py.js, HTTP/1.1, 304, 0.006096
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/js/bootstrap.min.js, HTTP/1.1, 304, 0.001088
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/js/web2py-bootstrap3.js, HTTP/1.1, 304, 0.001041
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/js/share.js, HTTP/1.1, 304, 0.002891
127.0.0.1, 2016-03-09 23:34:17, GET, /SPE/static/images/home/LogoUniversidadSimonBolivar.png, HTTP/1.1, 304, 0.001020
127.0.0.1, 2016-03-09 23:34:18, GET, /SPE/static/images/twitter.png, HTTP/1.1, 304, 0.000993
127.0.0.1, 2016-03-09 23:34:18, GET, /SPE/static/images/facebook.png, HTTP/1.1, 304, 0.000993
127.0.0.1, 2016-03-09 23:34:18, GET, /SPE/static/images/gplus-32.png, HTTP/1.1, 304, 0.000986
127.0.0.1, 2016-03-09 23:34:18, GET, /SPE/static/images/favicon.ico, HTTP/1.1, 200, 0.001042
127.0.0.1, 2016-03-09 23:34:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.082992
127.0.0.1, 2016-03-09 23:34:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.208382
127.0.0.1, 2016-03-09 23:35:15, POST, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 200, 0.275301
127.0.0.1, 2016-03-09 23:35:15, GET, /SPE/static/css/general.css, HTTP/1.1, 404, 0.000921
127.0.0.1, 2016-03-09 23:35:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.146280
127.0.0.1, 2016-03-09 23:35:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.291421
127.0.0.1, 2016-03-09 23:35:51, POST, /admin/default/edit/SPE/models/db.py, HTTP/1.1, 200, 0.091340
127.0.0.1, 2016-03-09 23:36:33, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.101106
127.0.0.1, 2016-03-09 23:36:34, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.113676
127.0.0.1, 2016-03-09 23:36:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.097313
127.0.0.1, 2016-03-09 23:36:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.306638
127.0.0.1, 2016-03-09 23:36:44, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.099898
127.0.0.1, 2016-03-09 23:37:29, POST, /admin/default/edit/SPE/views/default/permiso_inscripcion_extratemporaneo.html, HTTP/1.1, 200, 0.121655
127.0.0.1, 2016-03-09 23:37:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.108399
127.0.0.1, 2016-03-09 23:37:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.324247
127.0.0.1, 2016-03-09 23:37:46, POST, /admin/default/edit/SPE/controllers/default.py, HTTP/1.1, 200, 0.369890
127.0.0.1, 2016-03-09 23:37:50, POST, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 500, 0.126633
127.0.0.1, 2016-03-09 23:37:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000784
127.0.0.1, 2016-03-09 23:38:01, POST, /admin/default/edit/SPE/controllers/default.py, HTTP/1.1, 200, 0.108033
127.0.0.1, 2016-03-09 23:38:05, POST, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 500, 0.145786
127.0.0.1, 2016-03-09 23:38:05, GET, /favicon.ico, HTTP/1.1, 400, 0.000783
127.0.0.1, 2016-03-09 23:38:26, POST, /admin/default/edit/SPE/controllers/default.py, HTTP/1.1, 200, 0.122357
127.0.0.1, 2016-03-09 23:38:30, POST, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 500, 0.156216
127.0.0.1, 2016-03-09 23:38:30, GET, /favicon.ico, HTTP/1.1, 400, 0.002922
127.0.0.1, 2016-03-09 23:38:32, GET, /admin/default/ticket/SPE/127.0.0.1.2016-03-09.23-38-30.d3c3ef17-126f-429b-8d68-f53857274ccd, HTTP/1.1, 200, 0.349813
127.0.0.1, 2016-03-09 23:38:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000775
127.0.0.1, 2016-03-09 23:38:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.142198
127.0.0.1, 2016-03-09 23:38:39, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.415561
127.0.0.1, 2016-03-09 23:39:08, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.132620
127.0.0.1, 2016-03-09 23:39:25, POST, /SPE/default/permiso_inscripcion_extratemporaneo, HTTP/1.1, 500, 0.183941
127.0.0.1, 2016-03-09 23:39:25, GET, /favicon.ico, HTTP/1.1, 400, 0.000800
127.0.0.1, 2016-03-09 23:39:32, GET, /admin/default/ticket/SPE/127.0.0.1.2016-03-09.23-39-24.33faca62-14cb-4b9a-b2bd-47c5ef04f8ea, HTTP/1.1, 200, 0.355567
127.0.0.1, 2016-03-09 23:39:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000771
127.0.0.1, 2016-03-09 23:39:38, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.116916
127.0.0.1, 2016-03-09 23:39:41, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 3.101220
127.0.0.1, 2016-03-09 23:39:47, POST, /admin/default/edit/SPE/controllers/default.py, HTTP/1.1, 200, 0.076545
127.0.0.1, 2016-03-09 23:40:01, POST, /admin/default/edit/SPE/models/db.py, HTTP/1.1, 200, 0.122157
127.0.0.1, 2016-03-10 00:12:24, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.113628
127.0.0.1, 2016-03-10 00:12:24, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.541913
127.0.0.1, 2016-03-10 00:12:30, GET, /admin/default/edit/SPE/controllers/empresa.py, HTTP/1.1, 200, 0.200757
127.0.0.1, 2016-03-10 00:12:30, GET, /admin/static/_2.13.4/js/jquery.js, HTTP/1.1, 304, 0.000974
127.0.0.1, 2016-03-10 00:12:30, GET, /admin/static/_2.13.4/js/calendar.js, HTTP/1.1, 304, 0.000908
127.0.0.1, 2016-03-10 00:12:30, GET, /admin/static/_2.13.4/js/web2py.js, HTTP/1.1, 304, 0.000920
127.0.0.1, 2016-03-10 00:12:30, GET, /admin/static/_2.13.4/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 304, 0.000925
127.0.0.1, 2016-03-10 00:12:30, GET, /admin/static/_2.13.4/plugin_multiselect/start.js, HTTP/1.1, 304, 0.000956
127.0.0.1, 2016-03-10 00:12:30, GET, /admin/static/_2.13.4/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.106063
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/mode/python/python.js, HTTP/1.1, 200, 0.001421
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/lib/codemirror.js, HTTP/1.1, 200, 0.001447
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/mode/javascript/javascript.js, HTTP/1.1, 200, 0.001502
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 200, 0.001562
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/edit/matchbrackets.js, HTTP/1.1, 200, 0.062763
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/hint/show-hint.js, HTTP/1.1, 200, 0.001647
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/hint/python-hint.js, HTTP/1.1, 200, 0.001185
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/edit/closetag.js, HTTP/1.1, 200, 0.001181
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/search/search.js, HTTP/1.1, 200, 0.001875
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/search/searchcursor.js, HTTP/1.1, 200, 0.001323
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/dialog/dialog.js, HTTP/1.1, 200, 0.001528
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/edit/trailingspace.js, HTTP/1.1, 200, 0.001159
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/selection/active-line.js, HTTP/1.1, 200, 0.001672
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/mode/xml/xml.js, HTTP/1.1, 200, 0.004652
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/mode/css/css.js, HTTP/1.1, 200, 0.001385
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/display/fullscreen.js, HTTP/1.1, 200, 0.002391
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/fold/foldcode.js, HTTP/1.1, 200, 0.001403
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/fold/foldgutter.js, HTTP/1.1, 200, 0.001177
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/fold/brace-fold.js, HTTP/1.1, 200, 0.001474
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/fold/xml-fold.js, HTTP/1.1, 200, 0.001174
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/fold/comment-fold.js, HTTP/1.1, 200, 0.001148
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/fold/indent-fold.js, HTTP/1.1, 200, 0.001158
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/addon/comment/comment.js, HTTP/1.1, 200, 0.001614
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/emmet.min.js, HTTP/1.1, 200, 0.012281
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/css/calendar.css, HTTP/1.1, 200, 0.001497
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/js/ajax_editor.js, HTTP/1.1, 200, 0.006876
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/js/typeahead.min.js, HTTP/1.1, 200, 0.003653
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/js/hogan-2.0.0.js, HTTP/1.1, 200, 0.002310
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/js/bootstrap.min.js, HTTP/1.1, 304, 0.000954
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.001166
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/css/bootstrap.min.css, HTTP/1.1, 200, 0.001176
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 200, 0.011732
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/css/bootstrap_essentials.css, HTTP/1.1, 200, 0.001110
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.001219
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/lib/codemirror.css, HTTP/1.1, 200, 0.001165
127.0.0.1, 2016-03-10 00:12:31, GET, /admin/static/_2.13.4/codemirror/theme/web2py.css, HTTP/1.1, 200, 0.001474
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/codemirror/addon/hint/show-hint.css, HTTP/1.1, 200, 0.001165
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/codemirror/addon/dialog/dialog.css, HTTP/1.1, 200, 0.001167
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/codemirror/addon/display/fullscreen.css, HTTP/1.1, 200, 0.001213
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/codemirror/addon/fold/foldgutter.css, HTTP/1.1, 200, 0.001959
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/css/web2py-codemirror.css, HTTP/1.1, 200, 0.001051
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/css/typeahead.js-bootstrap.css, HTTP/1.1, 200, 0.018636
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/images/files_toggle.png, HTTP/1.1, 200, 0.001516
127.0.0.1, 2016-03-10 00:12:32, GET, /admin/static/_2.13.4/images/glyphicons-halflings.png, HTTP/1.1, 200, 0.001155
127.0.0.1, 2016-03-10 00:12:33, GET, /admin/default/edit/SPE/controllers/empresa.py, HTTP/1.1, 303, 0.252226
127.0.0.1, 2016-03-10 00:12:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000816
127.0.0.1, 2016-03-10 00:12:33, GET, /admin/default/editor_sessions, HTTP/1.1, 200, 0.213516
127.0.0.1, 2016-03-10 00:12:33, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.575168
127.0.0.1, 2016-03-10 00:12:33, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.633619
127.0.0.1, 2016-03-10 00:12:34, GET, /admin/default/site, HTTP/1.1, 200, 0.802095
127.0.0.1, 2016-03-10 00:12:34, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 1.037270
127.0.0.1, 2016-03-10 00:12:47, GET, /admin/default/edit/SPE/models/db.py, HTTP/1.1, 200, 0.125214
127.0.0.1, 2016-03-10 00:12:47, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.128314
127.0.0.1, 2016-03-10 00:13:12, GET, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.077605
127.0.0.1, 2016-03-10 00:13:12, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.041643
127.0.0.1, 2016-03-10 00:13:29, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.103674
127.0.0.1, 2016-03-10 00:13:33, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.096280
127.0.0.1, 2016-03-10 00:13:33, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.275895
127.0.0.1, 2016-03-10 00:13:49, POST, /admin/default/create_file, HTTP/1.1, 200, 0.075770
127.0.0.1, 2016-03-10 00:13:49, GET, /admin/default/files_menu, HTTP/1.1, 200, 0.203071
127.0.0.1, 2016-03-10 00:13:49, GET, /admin/default/edit/SPE/models/db-syq_Formularios.py, HTTP/1.1, 200, 0.279395
127.0.0.1, 2016-03-10 00:13:49, POST, /admin/debug/list_breakpoints, HTTP/1.1, 200, 0.040056
127.0.0.1, 2016-03-10 00:14:13, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.121607
127.0.0.1, 2016-03-10 00:14:27, POST, /admin/default/edit/SPE/models/db-syq_Formularios.py, HTTP/1.1, 200, 0.088322
127.0.0.1, 2016-03-10 00:14:32, POST, /admin/default/edit/SPE/models/db-syq.py, HTTP/1.1, 200, 0.052076
127.0.0.1, 2016-03-10 00:14:33, GET, /admin/default/todolist.load, HTTP/1.1, 200, 0.128133
127.0.0.1, 2016-03-10 00:14:33, GET, /SPE/appadmin/hooks, HTTP/1.1, 200, 0.392067
127.0.0.1, 2016-03-10 00:14:47, GET, /admin/default/site, HTTP/1.1, 200, 0.308267
127.0.0.1, 2016-03-10 00:14:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000776
127.0.0.1, 2016-03-10 00:14:52, GET, /admin/default/design/SPE, HTTP/1.1, 200, 1.338260
127.0.0.1, 2016-03-10 00:14:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000791
127.0.0.1, 2016-03-10 00:16:09, GET, /admin/default/site, HTTP/1.1, 200, 0.660810
127.0.0.1, 2016-03-10 00:16:11, GET, /favicon.ico, HTTP/1.1, 400, 0.000774
127.0.0.1, 2016-03-10 00:16:13, GET, /admin/default/design/SPE, HTTP/1.1, 200, 1.215497
127.0.0.1, 2016-03-10 00:16:15, GET, /favicon.ico, HTTP/1.1, 400, 0.000842
127.0.0.1, 2016-03-10 00:16:18, GET, /admin/default/peek/SPE/models/dbSYQ.py, HTTP/1.1, 200, 0.169489
